KODE_PROV,KODE_KK,FID,PROVINSI,KAB_KOTA,LATITUDE,LONGITUDE,,//WGS84 Coordinates; convention is to use great circle distance
64,64.07,64.07,Kalimantan Timur,Kutai Barat,-0.5033,115.8261,,
64,64.08,64.08,Kalimantan Timur,Kutai Timur,0.9899,117.1292,,
64,64.09,64.09,Kalimantan Timur,Penajam Paser Utara,-1.1589,116.5911,,
64,64.11,64.11,Kalimantan Timur,Mahakam Ulu,0.7338,114.8335,,
64,64.71,64.71,Kalimantan Timur,Kota Balikpapan,-1.1567,116.8723,,
64,64.72,64.72,Kalimantan Timur,Kota Samarinda,-0.5003,117.1771,,
64,64.74,64.74,Kalimantan Timur,Kota Bontang,0.0933,117.4581,,
65,65.01,65.01,Kalimantan Utara,Bulungan,2.7975,117.0320,,
65,65.02,65.02,Kalimantan Utara,Malinau,2.5130,115.7354,,
65,65.03,65.03,Kalimantan Utara,Nunukan,4.0092,116.6429,,
65,65.04,65.04,Kalimantan Utara,Tana Tidung,3.5705,117.1577,,
65,65.71,65.71,Kalimantan Utara,Kota Tarakan,3.3594,117.5995,,
71,71.01,71.01,Sulawesi Utara,Bolaang Mongondow,0.7087,124.0370,,
71,71.02,71.02,Sulawesi Utara,Minahasa,1.2500,124.8581,,
71,71.03,71.03,Sulawesi Utara,Kepulauan Sangihe,3.5527,125.5410,,
71,71.04,71.04,Sulawesi Utara,Kepulauan Talaud,4.2257,126.7811,,
71,71.05,71.05,Sulawesi Utara,Minahasa Selatan,1.0850,124.5189,,
71,71.06,71.06,Sulawesi Utara,Minahasa Utara,1.5481,125.0053,,
71,71.07,71.07,Sulawesi Utara,Minahasa Tenggara,1.0122,124.7167,,
71,71.08,71.08,Sulawesi Utara,Bolaang Mongondow Utara,0.7676,123.4765,,
71,71.09,71.09,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro,2.5391,125.3969,,
71,71.1,71.1,Sulawesi Utara,Bolaang Mongondow Timur,0.7163,124.5095,,
71,71.11,71.11,Sulawesi Utara,Bolaang Mongondow Selatan,0.4443,123.9325,,
71,71.71,71.71,Sulawesi Utara,Kota Manado,1.5249,124.8479,,
71,71.72,71.72,Sulawesi Utara,Kota Bitung,1.4898,125.1580,,
71,71.73,71.73,Sulawesi Utara,Kota Tomohon,1.3305,124.8150,,
71,71.74,71.74,Sulawesi Utara,Kota Kotamobagu,0.7111,124.3183,,
72,72.01,72.01,Sulawesi Tengah,Banggai,-1.0185,122.5883,,
72,72.02,72.02,Sulawesi Tengah,Poso,-1.6784,120.5337,,
72,72.03,72.03,Sulawesi Tengah,Donggala,-0.4360,119.8307,,
72,72.04,72.04,Sulawesi Tengah,Toli Toli,0.9273,120.7300,,
72,72.05,72.05,Sulawesi Tengah,Buol,0.9789,121.3885,,
72,72.06,72.06,Sulawesi Tengah,Morowali,-2.7159,121.9237,,
72,72.07,72.07,Sulawesi Tengah,Banggai Kepulauan,-1.3718,123.1433,,
72,72.08,72.08,Sulawesi Tengah,Parigi Moutong,0.0169,120.4491,,
72,72.09,72.09,Sulawesi Tengah,Tojo Una Una,-1.1241,121.5725,,
72,72.1,72.1,Sulawesi Tengah,Sigi,-1.4087,119.9742,,
72,72.11,72.11,Sulawesi Tengah,Banggai Laut,-1.7801,123.5295,,
72,72.12,72.12,Sulawesi Tengah,Morowali Utara,-1.8270,121.3961,,
72,72.71,72.71,Sulawesi Tengah,Kota Palu,-0.8369,119.9120,,
73,73.01,73.01,Sulawesi Selatan,Kepulauan Selayar,-6.5579,120.7179,,
73,73.02,73.02,Sulawesi Selatan,Bulukumba,-5.4315,120.2343,,
73,73.03,73.03,Sulawesi Selatan,Bantaeng,-5.4902,119.9874,,
73,73.04,73.04,Sulawesi Selatan,Jeneponto,-5.5670,119.6989,,
73,73.05,73.05,Sulawesi Selatan,Takalar,-5.4185,119.4741,,
73,73.06,73.06,Sulawesi Selatan,Gowa,-5.3089,119.7187,,
73,73.07,73.07,Sulawesi Selatan,Sinjai,-5.2093,120.1354,,
73,73.08,73.08,Sulawesi Selatan,Bone,-4.6950,120.1300,,
73,73.09,73.09,Sulawesi Selatan,Maros,-4.9997,119.7263,,
73,73.1,73.1,Sulawesi Selatan,Pangkajene Kepulauan,-4.9385,119.4797,,
73,73.11,73.11,Sulawesi Selatan,Barru,-4.4400,119.6948,,
73,73.12,73.12,Sulawesi Selatan,Soppeng,-4.3370,119.8934,,
73,73.13,73.13,Sulawesi Selatan,Wajo,-3.9918,120.1728,,
73,73.14,73.14,Sulawesi Selatan,Sidenreng Rappang,-3.8131,119.9585,,
73,73.15,73.15,Sulawesi Selatan,Pinrang,-3.6281,119.6026,,
73,73.16,73.16,Sulawesi Selatan,Enrekang,-3.5039,119.8746,,
73,73.17,73.17,Sulawesi Selatan,Luwu,-3.1992,120.1831,,
73,73.18,73.18,Sulawesi Selatan,Tana Toraja,-3.1156,119.7116,,
73,73.22,73.22,Sulawesi Selatan,Luwu Utara,-2.3959,120.1644,,
73,73.24,73.24,Sulawesi Selatan,Luwu Timur,-2.5560,121.1283,,
73,73.26,73.26,Sulawesi Selatan,Toraja Utara,-2.8796,119.8643,,
73,73.71,73.71,Sulawesi Selatan,Kota Makassar,-5.1356,119.4639,,
73,73.72,73.72,Sulawesi Selatan,Kota Pare Pare,-4.0316,119.6636,,
73,73.73,73.73,Sulawesi Selatan,Kota Palopo,-2.9797,120.1478,,
74,74.01,74.01,Sulawesi Tenggara,Kolaka,-4.0745,121.5220,,
74,74.02,74.02,Sulawesi Tenggara,Konawe,-3.5309,121.8633,,
74,74.03,74.03,Sulawesi Tenggara,Muna,-4.9447,122.6296,,
74,74.04,74.04,Sulawesi Tenggara,Buton,-5.3165,122.9229,,
74,74.05,74.05,Sulawesi Tenggara,Konawe Selatan,-4.2627,122.4233,,
74,74.06,74.06,Sulawesi Tenggara,Bombana,-4.8009,121.8524,,
74,74.07,74.07,Sulawesi Tenggara,Wakatobi,-5.5712,123.7854,,
74,74.08,74.08,Sulawesi Tenggara,Kolaka Utara,-3.2627,121.1340,,
74,74.09,74.09,Sulawesi Tenggara,Konawe Utara,-3.3907,122.0305,,
74,74.1,74.1,Sulawesi Tenggara,Buton Utara,-4.7038,123.0124,,
74,74.11,74.11,Sulawesi Tenggara,Kolaka Timur,-3.7955,121.6086,,
74,74.12,74.12,Sulawesi Tenggara,Konawe Kepulauan,-4.1146,123.0963,,
74,74.13,74.13,Sulawesi Tenggara,Muna Barat,-4.8169,122.4926,,
74,74.14,74.14,Sulawesi Tenggara,Buton Tengah,-5.3170,122.3987,,
74,74.15,74.15,Sulawesi Tenggara,Buton Selatan,-5.6047,122.6716,,
74,74.71,74.71,Sulawesi Tenggara,Kota Kendari,-3.9977,122.5329,,
74,74.72,74.72,Sulawesi Tenggara,Kota Bau Bau,-5.4288,122.6758,,
75,75.01,75.01,Gorontalo,Gorontalo,0.6929,122.7125,,
75,75.02,75.02,Gorontalo,Boalemo,0.6529,122.3271,,
75,75.03,75.03,Gorontalo,Bone Bolango,0.5324,123.2923,,
75,75.04,75.04,Gorontalo,Pohuwato,0.6883,121.7098,,
75,75.05,75.05,Gorontalo,Gorontalo Utara,0.8856,122.6645,,
75,75.71,75.71,Gorontalo,Kota Gorontalo,0.5384,123.0553,,
76,76.01,76.01,Sulawesi Barat,Pasangkayu,-1.4897,119.5076,,
76,76.02,76.02,Sulawesi Barat,Mamuju,-2.5197,119.3446,,
76,76.03,76.03,Sulawesi Barat,Mamasa,-2.9457,119.3144,,
76,76.04,76.04,Sulawesi Barat,Polewali Mandar,-3.3101,119.1471,,
76,76.05,76.05,Sulawesi Barat,Majene,-3.1732,118.9185,,
76,76.06,76.06,Sulawesi Barat,Mamuju Tengah,-2.0027,119.5111,,
81,81.01,81.01,Maluku,Maluku Tengah,-3.1812,129.2955,,
81,81.02,81.02,Maluku,Maluku Tenggara,-5.6769,132.8881,,
81,81.03,81.03,Maluku,Kepulauan Tanimbar,-7.5843,131.3666,,
81,81.04,81.04,Maluku,Buru,-3.3294,126.7270,,
81,81.05,81.05,Maluku,Seram Bagian Timur,-3.4199,130.4426,,
81,81.06,81.06,Maluku,Seram Bagian Barat,-3.1359,128.3560,,
81,81.07,81.07,Maluku,Kepulauan Aru,-6.1962,134.4510,,
81,81.08,81.08,Maluku,Maluku Barat Daya,-7.8331,127.3041,,
81,81.09,81.09,Maluku,Buru Selatan,-3.5676,126.5242,,
81,81.71,81.71,Maluku,Kota Ambon,-3.6854,128.1950,,
81,81.72,81.72,Maluku,Kota Tual,-5.5569,132.4826,,
82,82.01,82.01,Maluku Utara,Halmahera Barat,1.3517,127.5908,,
82,82.02,82.02,Maluku Utara,Halmahera Tengah,0.4019,128.2953,,
82,82.03,82.03,Maluku Utara,Halmahera Utara,1.5544,127.8348,,
82,82.04,82.04,Maluku Utara,Halmahera Selatan,-0.8271,127.7052,,
82,82.05,82.05,Maluku Utara,Kepulauan Sula,-1.9638,125.8397,,
82,82.06,82.06,Maluku Utara,Halmahera Timur,1.0295,128.3086,,
82,82.07,82.07,Maluku Utara,Pulau Morotai,2.3164,128.4484,,
82,82.08,82.08,Maluku Utara,Pulau Taliabu,-1.8194,124.7394,,
82,82.71,82.71,Maluku Utara,Kota Ternate,0.8385,127.1725,,
82,82.72,82.72,Maluku Utara,Kota Tidore Kepulauan,0.4793,127.6750,,
91,91.01,91.01,Papua Selatan,Merauke,-7.8292,139.6925,,
91,91.02,91.02,Papua Pegunungan,Jayawijaya,-4.0935,138.8668,,
91,91.03,91.03,Papua,Jayapura,-3.0100,139.9887,,
91,91.04,91.04,Papua Tengah,Nabire,-3.3976,135.6184,,
91,91.05,91.05,Papua,Kepulauan Yapen,-1.7455,136.1741,,
91,91.06,91.06,Papua,Biak Numfor,-1.0028,135.8444,,
91,91.07,91.07,Papua Tengah,Puncak Jaya,-3.4471,137.8682,,
91,91.08,91.08,Papua Tengah,Paniai,-3.7978,136.4708,,
91,91.09,91.09,Papua Tengah,Mimika,-4.5241,136.8449,,
91,91.1,91.1,Papua,Sarmi,-2.4518,139.0130,,
91,91.11,91.11,Papua,Keerom,-3.3532,140.6924,,
91,91.12,91.12,Papua Pegunungan,Pegunungan Bintang,-4.5410,140.5353,,
91,91.13,91.13,Papua Pegunungan,Yahukimo,-4.4726,139.5648,,
91,91.14,91.14,Papua Pegunungan,Tolikara,-3.3676,138.4203,,
91,91.15,91.15,Papua,Waropen,-2.7539,136.7547,,
91,91.16,91.16,Papua Selatan,Boven Digoel,-6.0152,140.3912,,
91,91.17,91.17,Papua Selatan,Mappi,-6.5024,139.3784,,
91,91.18,91.18,Papua Selatan,Asmat,-5.3726,138.6575,,
91,91.19,91.19,Papua,Supiori,-0.7366,135.5643,,
91,91.2,91.2,Papua,Mamberamo Raya,-2.4346,137.9609,,
91,91.21,91.21,Papua Pegunungan,Mamberamo Tengah,-3.5867,139.0198,,
91,91.22,91.22,Papua Pegunungan,Yalimo,-3.8277,139.4670,,
91,91.23,91.23,Papua Pegunungan,Lanny Jaya,-3.9622,138.3844,,
91,91.24,91.24,Papua Pegunungan,Nduga,-4.4158,138.3367,,
91,91.25,91.25,Papua Tengah,Puncak,-3.7059,137.5017,,
91,91.26,91.26,Papua Tengah,Dogiyai,-4.0470,135.6071,,
91,91.27,91.27,Papua Tengah,Intan Jaya,-3.5117,136.8119,,
91,91.28,91.28,Papua Tengah,Deiyai,-4.1899,136.3949,,
91,91.71,91.71,Papua,Kota Jayapura,-2.6645,140.8001,,
92,92.01,92.01,Papua Barat Daya,Sorong,-1.1231,131.5567,,
92,92.02,92.02,Papua Barat,Manokwari,-0.9336,133.8011,,
92,92.03,92.03,Papua Barat,Fak Fak,-3.1117,132.8427,,
92,92.04,92.04,Papua Barat Daya,Sorong Selatan,-1.7319,132.1961,,
92,92.05,92.05,Papua Barat Daya,Raja Ampat,-0.8972,130.5694,,
92,92.06,92.06,Papua Barat,Teluk Bintuni,-2.1544,133.4537,,
92,92.07,92.07,Papua Barat,Teluk Wondama,-2.8499,134.4041,,
92,92.08,92.08,Papua Barat,Kaimana,-3.5853,134.0563,,
92,92.09,92.09,Papua Barat Daya,Tambrauw,-0.8012,132.7628,,
92,92.1,92.1,Papua Barat Daya,Maybrat,-1.3800,132.5120,,
92,92.11,92.11,Papua Barat,Manokwari Selatan,-1.5480,134.0177,,
92,92.12,92.12,Papua Barat,Pegunungan Arfak,-1.2837,133.7010,,
92,92.71,92.71,Papua Barat Daya,Kota Sorong,-0.8666,131.3178,,
